text,label,clean_review
"""I purchased this tablet for my son and it's been a disappointment. The battery life is poor and it crashes frequently. Moreover, it's not very user-friendly. I wouldn't recommend it.""",negative,purchas tablet son disappoint batteri life poor crash frequent moreov user friendli recommend
"""I'm really happy with this blender. It's powerful and blends smoothly. It's also very easy to clean and the noise level is quite low. A great addition to my kitchen.""",positive,realli happi blender power blend smoothli also easi clean nois level quit low great addit kitchen
"""This pair of shoes is the most comfortable I've ever owned. The cushioning is excellent and they are really light. I can wear them all day without any discomfort. I am really pleased with this purchase.""",positive,pair shoe comfort ever own cushion excel realli light wear day without discomfort realli pleas purchas
"""I bought this hairdryer a few weeks ago and I'm not impressed. It's not as powerful as advertised and it takes ages to dry my hair. I'm also not a fan of the design. It's quite heavy and uncomfortable to hold. I wouldn't recommend it.""",negative,bought hairdryer week ago impress power advertis take age dri hair also fan design quit heavi uncomfort hold recommend
"""This laptop is not worth the price. It's slow, the battery life is poor, and it takes ages to boot up. Moreover, the keyboard is not comfortable to type on. I regret buying this product.""",negative,laptop worth price slow batteri life poor take age boot moreov keyboard comfort type regret buy product
"""This perfume is fantastic. The scent is not too strong, it's just perfect. It lasts all day and I've received several compliments. I'm very happy with my purchase.""",positive,perfum fantast scent strong perfect last day receiv sever compliment happi purchas
"""I recently purchased this set of headphones and I'm not satisfied at all. The sound quality is subpar and the build quality feels cheap. They are also uncomfortable to wear for more than an hour. I regret buying them.""",negative,recent purchas set headphon satisfi sound qualiti subpar build qualiti feel cheap also uncomfort wear hour regret buy
"""I bought these wireless headphones and I'm absolutely thrilled. The sound quality is top-notch and they're really comfortable to wear. The battery life is also great. I can go for hours without needing a recharge. I highly recommend these headphones.""",positive,bought wireless headphon absolut thrill sound qualiti top notch realli comfort wear batteri life also great go hour without need recharg highli recommend headphon
"""This protein powder is not what I expected. The flavor is too sweet and it doesn't mix well. It also leaves a weird aftertaste. I won't be buying this again.""",negative,protein powder expect flavor sweet mix well also leav weird aftertast buy
"""I bought this new headphones and they are fantastic! The sound quality is excellent and they are extremely comfortable to wear, even for long periods. The battery life is great too. Highly recommend!""",positive,bought new headphon fantast sound qualiti excel extrem comfort wear even long period batteri life great highli recommend
"""I purchased this new laptop for work and I am extremely disappointed. It freezes frequently and the battery life is terrible. The keyboard is also uncomfortable to use. I regret buying this laptop.""",negative,purchas new laptop work extrem disappoint freez frequent batteri life terribl keyboard also uncomfort use regret buy laptop
"""I'm beyond disappointed with this laptop. It crashes frequently and runs incredibly slow. The battery life doesn't last as long as it claims to. Overall, it's a waste of money.""",negative,beyond disappoint laptop crash frequent run incred slow batteri life last long claim overal wast money
"""I recently bought this new smartphone and it's amazing! The camera quality is top-notch and the battery life lasts all day. The screen is bright and clear, and the phone runs smoothly without any lags. It's definitely worth the price!""",positive,recent bought new smartphon amaz camera qualiti top notch batteri life last day screen bright clear phone run smoothli without lag definit worth price
"""The tablet I purchased has a great screen quality and the battery life is also commendable. It runs smoothly and I've had no issues with it so far. It's definitely worth the price.""",positive,tablet purchas great screen qualiti batteri life also commend run smoothli issu far definit worth price
"""I really love this product. It's exactly what I needed. The quality is outstanding and it exceeded my expectations.""",positive,realli love product exactli need qualiti outstand exceed expect
"""Unfortunately, I have to say I'm really disappointed. The product didn't work as advertised and broke after only a week of use.""",negative,unfortun say realli disappoint product work advertis broke week use
"""This is the best purchase I've made in a long time! The product is excellent, and I couldn't be happier with it.""",positive,best purchas made long time product excel happier
"""I regret buying this product. It's been nothing but trouble since it arrived. I wouldn't recommend it to anyone.""",negative,regret buy product noth troubl sinc arriv recommend anyon
"""This product is a game changer. It has significantly improved my daily routine. I highly recommend it to everyone!""",positive,product game changer significantli improv daili routin highli recommend everyon
"""I'm not satisfied with this product at all. It doesn't function properly and the customer service was unhelpful.""",negative,satisfi product function properli custom servic unhelp
"""I am thrilled with this product! It's great value for money and performs superbly. I would definitely buy it again.""",positive,thrill product great valu money perform superbl would definit buy
"""I wish I had never bought this product. It's a complete waste of money. The quality is appalling and it's not worth the price.""",negative,wish never bought product complet wast money qualiti appal worth price
"""I was really excited about this product, but it turned out to be a huge disappointment. It's not at all what I was hoping for.""",negative,realli excit product turn huge disappoint hope
"""Regrettably, this product was a total letdown. It didn't perform as advertised and broke after a few uses. I'm extremely disappointed.""",negative,regrett product total letdown perform advertis broke use extrem disappoint
"""This product is phenomenal. It has made a huge positive impact on my life. I can't recommend it enough!""",positive,product phenomen made huge posit impact life recommend enough
"""I can't express how much I love this product! It's absolutely perfect in every way. Definitely worth every penny.""",positive,express much love product absolut perfect everi way definit worth everi penni
"""I was really excited about this product, but it turned out to be a huge letdown. It just doesn't work as promised.""",negative,realli excit product turn huge letdown work promis
"""I'm in love with this product. It's high quality and works like a charm. It's exceeded all my expectations.""",positive,love product high qualiti work like charm exceed expect
"""This product is just amazing! It's far better than I expected. It's a bit pricey, but totally worth it.""",positive,product amaz far better expect bit pricey total worth
"""I'm absolutely blown away by the quality of this product. It has exceeded my expectations and I couldn't be happier with my purchase.""",positive,absolut blown away qualiti product exceed expect happier purchas
"""I'm very pleased with this product. It's definitely worth the investment. I'm already noticing a big difference.""",positive,pleas product definit worth invest alreadi notic big differ
"""This product is exactly what I needed. It works perfectly and has made my life so much easier. I'm so happy with this purchase.""",positive,product exactli need work perfectli made life much easier happi purchas
"""I am very unhappy with this product. It is of poor quality and did not meet my expectations at all.""",negative,unhappi product poor qualiti meet expect
"""I am amazed at the excellent quality of this product. It has exceeded my expectations and has become an essential part of my daily routine.""",positive,amaz excel qualiti product exceed expect becom essenti part daili routin
"""I'm not impressed with this product. It doesn't work as advertised and the quality is subpar.""",negative,impress product work advertis qualiti subpar
"""This product is a complete waste of money. It broke within a week and the customer service was terrible.""",negative,product complet wast money broke within week custom servic terribl
"""The product was a complete disappointment. It stopped working after a few days and the company won't issue a refund.""",negative,product complet disappoint stop work day compani issu refund
"""This product is excellent. It has exceeded my expectations and I am thoroughly impressed with its performance.""",positive,product excel exceed expect thoroughli impress perform
"""This product is a complete waste of money. It doesn't work as advertised and the quality is very disappointing.""",negative,product complet wast money work advertis qualiti disappoint
"""This product does not live up to its hype. It's fairly average and not worth the high price tag.""",negative,product live hype fairli averag worth high price tag
"""I've had better products. This one was mediocre at best. It didn't live up to my expectations.""",negative,better product one mediocr best live expect
"I bought this laptop a week ago, and I'm really impressed. The speed is fantastic, and the battery life is much longer than my previous one. The screen is also very clear and bright.",positive,bought laptop week ago realli impress speed fantast batteri life much longer previou one screen also clear bright
I ordered a pair of shoes last month and they were way too small. I tried contacting the seller but got no response. I'm really disappointed.,negative,order pair shoe last month way small tri contact seller got respons realli disappoint
I purchased this smartphone and it's absolutely stunning. The picture quality is amazing and the battery lasts all day. I couldn't ask for a better phone.,positive,purchas smartphon absolut stun pictur qualiti amaz batteri last day ask better phone
I bought a blender from this seller and it broke down within a month. The customer service was unresponsive and I couldn't get a refund. This was a terrible experience.,negative,bought blender seller broke within month custom servic unrespons get refund terribl experi
This coffee machine is a game changer. It's easy to use and makes the perfect cup of coffee. I love starting my day with it.,positive,coffe machin game changer easi use make perfect cup coffe love start day
I bought a gaming chair from this seller and it's the most uncomfortable chair I've ever sat in. The cushioning is terrible and the armrests are too low. I regret this purchase.,negative,bought game chair seller uncomfort chair ever sat cushion terribl armrest low regret purchas
This smartwatch is fantastic. The features are intuitive and easy to use. The battery life is also impressive. I'm really happy with this purchase.,positive,smartwatch fantast featur intuit easi use batteri life also impress realli happi purchas
I bought a vacuum cleaner from this seller and it's pretty useless. It doesn't pick up dirt well and the battery dies quickly. This product is not worth the money.,negative,bought vacuum cleaner seller pretti useless pick dirt well batteri die quickli product worth money
I bought a new phone from this seller and it's a nightmare. The screen freezes all the time and the battery drains quickly. I'm really disappointed.,negative,bought new phone seller nightmar screen freez time batteri drain quickli realli disappoint
The camera I bought from this seller is amazing. The image quality is superb and the zoom feature is impressive. This is the best camera I've ever owned.,positive,camera bought seller amaz imag qualiti superb zoom featur impress best camera ever own
I ordered this game console for my kids and they absolutely love it. The games are fun and interactive. I'm glad I made this purchase.,positive,order game consol kid absolut love game fun interact glad made purchas
I bought this washing machine and it's been nothing but trouble. It's noisy and it doesn't clean clothes well. I would not recommend this product to anyone.,negative,bought wash machin noth troubl noisi clean cloth well would recommend product anyon
I bought a new bicycle and I am not very happy with the purchase. The ride is quite uncomfortable and it makes a weird noise when I pedal.,negative,bought new bicycl happi purchas ride quit uncomfort make weird nois pedal
The novel I ordered arrived today and it's in perfect condition. I'm excited to start reading it. The delivery was fast and the packaging was excellent.,positive,novel order arriv today perfect condit excit start read deliveri fast packag excel
"I ordered a new laptop and it's absolutely fantastic. It's fast, lightweight, and has a great battery life. I'm really impressed.",positive,order new laptop absolut fantast fast lightweight great batteri life realli impress
I ordered a kitchen knife set and it's absolutely amazing. The knives are sharp and durable. They also look great in my kitchen. I'm really happy with this purchase.,positive,order kitchen knife set absolut amaz knive sharp durabl also look great kitchen realli happi purchas
I just received my new yoga mat and it is great. It offers perfect grip and is ideal for my daily yoga sessions. I am very satisfied with my purchase.,positive,receiv new yoga mat great offer perfect grip ideal daili yoga session satisfi purchas
I purchased a blender from this seller and it's fantastic. It blends smoothly and is easy to clean. I'm very pleased with this purchase.,positive,purchas blender seller fantast blend smoothli easi clean pleas purchas
I purchased this new laptop and it's just amazing. The performance is top-notch and the battery life is excellent. I'm really satisfied with this product.,positive,purchas new laptop amaz perform top notch batteri life excel realli satisfi product
I ordered a new set of bed sheets and they're extremely uncomfortable. The fabric is rough and scratchy. I'm really unhappy with this purchase.,negative,order new set bed sheet extrem uncomfort fabric rough scratchi realli unhappi purchas
I bought a new phone from this seller and it's been nothing but trouble. The battery life is terrible and it's slow. I'm really disappointed with this purchase.,negative,bought new phone seller noth troubl batteri life terribl slow realli disappoint purchas
I ordered a set of cookware and it's fantastic. The non-stick surface works just as advertised and they clean up easily. I'm really impressed with the quality.,positive,order set cookwar fantast non stick surfac work advertis clean easili realli impress qualiti
I bought this new e-reader and I'm not really satisfied. The screen is hard to read in sunlight and the battery life isn't great. I'm disappointed with this product.,negative,bought new e reader realli satisfi screen hard read sunlight batteri life great disappoint product
I ordered a new toaster and it's just okay. It toasts the bread unevenly and sometimes burns it. I'm not really impressed.,negative,order new toaster okay toast bread unevenli sometim burn realli impress
The vacuum cleaner I bought was a total disappointment. It doesn't pick up dirt as advertised and the battery life is short.,negative,vacuum cleaner bought total disappoint pick dirt advertis batteri life short
"I bought this laptop and regretted it. It is slow, hangs frequently, and the battery life is abysmal. I am extremely disappointed.",negative,bought laptop regret slow hang frequent batteri life abysm extrem disappoint
"The headphones I ordered have poor sound quality, they're uncomfortable to wear and the battery life is terrible. I'm unhappy with this purchase.",negative,headphon order poor sound qualiti uncomfort wear batteri life terribl unhappi purchas
I bought a laptop from this seller and it's a complete disaster. It's slow and crashes constantly. I regret making this purchase.,negative,bought laptop seller complet disast slow crash constantli regret make purchas
The headphones I ordered arrived on time and the sound quality is exceptional. They're comfortable to wear and the noise cancellation feature works perfectly. I'm really happy with this purchase.,positive,headphon order arriv time sound qualiti except comfort wear nois cancel featur work perfectli realli happi purchas
"""I loved the way this book is written. The author has a unique way of storytelling that keeps you hooked till the end.""",positive,love way book written author uniqu way storytel keep hook till end
"""The quality of this vacuum cleaner is terrible. It broke after only a few uses.""",negative,qualiti vacuum cleaner terribl broke use
"""I am extremely satisfied with this laptop. It has excellent performance and is worth every penny.""",positive,extrem satisfi laptop excel perform worth everi penni
"""I am disappointed with this blender. It is not as powerful as advertised and struggles with blending hard fruits.""",negative,disappoint blender power advertis struggl blend hard fruit
"""I'm in love with these new running shoes! They're super comfortable and stylish.""",positive,love new run shoe super comfort stylish
"""This camping tent is not waterproof as claimed. We got soaked during a light rain.""",negative,camp tent waterproof claim got soak light rain
"""I can't express how much I adore this skincare product. My skin has never felt better.""",positive,express much ador skincar product skin never felt better
"""The assembly instructions for this desk were confusing and parts were missing. Very disappointing.""",negative,assembl instruct desk confus part miss disappoint
"""This blender is a total waste of money. It hardly crushes ice and is very noisy.""",negative,blender total wast money hardli crush ice noisi
"""The material of this dress is soft and comfortable. Also, the fit is perfect. Highly recommend.""",positive,materi dress soft comfort also fit perfect highli recommend
"""This coffee maker is a total waste of money. It stopped working after a few weeks.""",negative,coffe maker total wast money stop work week
"""This coffee maker is absolutely fantastic! The coffee tastes great and it's very easy to use.""",positive,coffe maker absolut fantast coffe tast great easi use
"""This laptop is a disappointment. It's slow and the battery life is poor.""",negative,laptop disappoint slow batteri life poor
"""This blender is amazing! It blends everything smoothly and is easy to clean.""",positive,blender amaz blend everyth smoothli easi clean
"""I am completely satisfied with this coffee maker. It brews quickly, is easy to clean, and the coffee tastes great.""",positive,complet satisfi coffe maker brew quickli easi clean coffe tast great
"""The scent of this perfume is too overpowering. It gave me a headache.""",negative,scent perfum overpow gave headach
"""I'm very upset with this purchase. The product arrived damaged and customer service was no help at all.""",negative,upset purchas product arriv damag custom servic help
"""This treadmill is fantastic! It's sturdy, quiet, and has a variety of workout options.""",positive,treadmil fantast sturdi quiet varieti workout option
"""I am extremely disappointed with these headphones. The sound quality is terrible and they broke after just a few uses.""",negative,extrem disappoint headphon sound qualiti terribl broke use
"""The mattress is comfortable and supportive. I've been sleeping much better since I got it.""",positive,mattress comfort support sleep much better sinc got
"""This book is a masterpiece! It's captivating and brilliantly written. Highly recommended.""",positive,book masterpiec captiv brilliantli written highli recommend
"""I absolutely adore this necklace. The design is unique and it's very well made. Worth every penny!""",positive,absolut ador necklac design uniqu well made worth everi penni
"""I'm not happy with this blender. It's noisy and doesn't blend well.""",negative,happi blender noisi blend well
"""These headphones are not worth the price. The sound quality is poor and they are uncomfortable.""",negative,headphon worth price sound qualiti poor uncomfort
"""This book was a real disappointment. The storyline was weak and the characters were underdeveloped.""",negative,book real disappoint storylin weak charact underdevelop
"""I’m overjoyed with this coffee machine! It brews quickly and the coffee tastes great every time. Highly recommended.""",positive,overjoy coffe machin brew quickli coffe tast great everi time highli recommend
"""I am amazed by the performance of this vacuum cleaner. It has strong suction and the battery life is impressive.""",positive,amaz perform vacuum cleaner strong suction batteri life impress
"""I am not satisfied with this kitchen mixer. It is not powerful enough and the attachments are flimsy.""",negative,satisfi kitchen mixer power enough attach flimsi
"""This running shoe is absolutely amazing. It fits perfectly and is incredibly comfortable. I've run long distances with it and have had no issues at all. The price was a steal too. Highly recommended!""",positive,run shoe absolut amaz fit perfectli incred comfort run long distanc issu price steal highli recommend
"""The book arrived in a poor condition. Pages were torn and the cover was scratched. Not what I expected at all.""",negative,book arriv poor condit page torn cover scratch expect
"""I am in love with this new laptop. It's super fast, lightweight, and has an amazing display. The keyboard is also comfortable. Worth every penny.""",positive,love new laptop super fast lightweight amaz display keyboard also comfort worth everi penni
"""I bought this blender a week ago and it already stopped working. The quality is just terrible. I'm very disappointed.""",negative,bought blender week ago alreadi stop work qualiti terribl disappoint
"""This yoga mat is just what I was looking for. It's non-slip, durable, and the thickness is just right. It has made my yoga practice so much more enjoyable.""",positive,yoga mat look non slip durabl thick right made yoga practic much enjoy
"""I regret buying this vacuum cleaner. It doesn't pick up dirt well and is way too loud. Not worth the price.""",negative,regret buy vacuum cleaner pick dirt well way loud worth price
"""This organic shampoo is fantastic. It leaves my hair feeling soft and shiny. The scent is also really pleasant. I will definitely be purchasing again.""",positive,organ shampoo fantast leav hair feel soft shini scent also realli pleasant definit purchas
"""I'm really unhappy with this phone case. It's not sturdy at all and broke within a week of use. It didn't protect my phone as promised.""",negative,realli unhappi phone case sturdi broke within week use protect phone promis
"""The delivery was on time but the coffee machine I ordered doesn't work as expected. It's quite slow and the coffee doesn't taste great.""",negative,deliveri time coffe machin order work expect quit slow coffe tast great
"""The cat tree I ordered is amazing. It's sturdy, and my cats love it. Also, it was easy to assemble. I'm very happy with the purchase.""",positive,cat tree order amaz sturdi cat love also easi assembl happi purchas
"""This face cream is not at all as described. It is very oily and caused me to breakout. I would not recommend this product.""",negative,face cream describ oili caus breakout would recommend product
"""The headphones I bought are of poor quality. The sound is constantly breaking up and they are uncomfortable to wear. I'm very disappointed.""",negative,headphon bought poor qualiti sound constantli break uncomfort wear disappoint
"""I recently bought this gaming console and it's exceeded my expectations. The graphics are excellent, the controller is comfortable, and there's a great selection of games. I'm really enjoying it.""",positive,recent bought game consol exceed expect graphic excel control comfort great select game realli enjoy
"""This new fitness tracker is amazing. It accurately tracks my steps, heart rate and sleep. Also, the battery life is impressive. I'm very satisfied with this purchase.""",positive,new fit tracker amaz accur track step heart rate sleep also batteri life impress satisfi purchas
"""I'm thrilled with these new running shoes! They're super comfortable and lightweight. I've done a few runs in them and it feels great. I highly recommend them!""",positive,thrill new run shoe super comfort lightweight done run feel great highli recommend
"""The book arrived promptly, however, it didn't live up to the hype. It was a rather dull read and I found the characters to be uninteresting.""",negative,book arriv promptli howev live hype rather dull read found charact uninterest
"""I am delighted with the kitchen mixer I bought. It works like a charm and makes baking so much easier. Plus, it's super easy to clean.""",positive,delight kitchen mixer bought work like charm make bake much easier plu super easi clean
"""I am thrilled with the new hiking boots I purchased. They are comfortable, durable, and have excellent traction. The quality is outstanding.""",positive,thrill new hike boot purchas comfort durabl excel traction qualiti outstand
"""I am very disappointed with the new smartphone I bought. The battery drains quickly, and the camera quality is poor. I regret buying it.""",negative,disappoint new smartphon bought batteri drain quickli camera qualiti poor regret buy
"""The headphones I bought last week are just fantastic. The sound quality is top-notch and they are extremely comfortable. I would definitely recommend them.""",positive,headphon bought last week fantast sound qualiti top notch extrem comfort would definit recommend
"""I am so in love with this new laptop. The speed is incredible, the screen is crystal clear, and the battery life is outstanding. I couldn't be happier.""",positive,love new laptop speed incred screen crystal clear batteri life outstand happier
"""I bought this tablet for my son and it broke within a week. The screen is very fragile and the performance is poor. I'm very disappointed.""",negative,bought tablet son broke within week screen fragil perform poor disappoint
"""I am thrilled with the kitchen mixer I purchased. It's powerful, easy to clean, and it's helped me a lot with my baking. I highly recommend it.""",positive,thrill kitchen mixer purchas power easi clean help lot bake highli recommend
"""This laptop is frustratingly slow and crashes often. Not worth the money at all. I'm really disappointed.""",negative,laptop frustratingli slow crash often worth money realli disappoint
"""I purchased this tablet for my son and he loves it. The screen is bright and clear, the battery life is impressive, and it's easy for him to use. I'm very pleased with this purchase.""",positive,purchas tablet son love screen bright clear batteri life impress easi use pleas purchas
"""I recently bought this yoga mat and I am extremely happy with it. It provides good grip and is comfortable to use. I would highly recommend it.""",positive,recent bought yoga mat extrem happi provid good grip comfort use would highli recommend
"""I purchased this book and it's amazing! The storyline is captivating and the characters are well developed. I couldn't put it down!""",positive,purchas book amaz storylin captiv charact well develop put
"""The book is full of typos, making it hard to read. The plot is also very predictable and boring. I wouldn't recommend it.""",negative,book full typo make hard read plot also predict bore recommend
"""I am absolutely in love with the new coffee maker. It makes a perfect cup of coffee every time and is super easy to use. Couldn't have asked for a better product.""",positive,absolut love new coffe maker make perfect cup coffe everi time super easi use ask better product
"""The new TV is absolutely fantastic. The picture quality is stunning and the smart features are easy to navigate. I have no regrets about this purchase.""",positive,new tv absolut fantast pictur qualiti stun smart featur easi navig regret purchas
"""I absolutely love this vacuum cleaner. It does an excellent job at picking up pet hair and it's super easy to empty. I highly recommend it.""",positive,absolut love vacuum cleaner excel job pick pet hair super easi empti highli recommend
"""The quality of this laptop is very poor. It crashes constantly and the battery life is terrible. I would not recommend buying it.""",negative,qualiti laptop poor crash constantli batteri life terribl would recommend buy
"""I am extremely satisfied with this blender. It makes perfect smoothies and it's very easy to clean. It's definitely worth the price.""",positive,extrem satisfi blender make perfect smoothi easi clean definit worth price
"""I was really disappointed with these headphones. They are uncomfortable to wear and the sound quality is terrible. I regret buying them.""",negative,realli disappoint headphon uncomfort wear sound qualiti terribl regret buy
"""I am really impressed with this camera's image quality. I also love its compact size which makes it easy to carry. Highly recommended for photography enthusiasts.""",positive,realli impress camera imag qualiti also love compact size make easi carri highli recommend photographi enthusiast
"""I am very dissatisfied with this microwave. It takes way too long to heat food and the build quality is poor. I would not recommend it.""",negative,dissatisfi microwav take way long heat food build qualiti poor would recommend
"""This gardening tool set is amazing. It includes everything I need for my garden and the quality is excellent. I am very happy with my purchase.""",positive,garden tool set amaz includ everyth need garden qualiti excel happi purchas
"""I am not happy with these running shoes. They started to fall apart after a few weeks of use. I'd advise against buying them.""",negative,happi run shoe start fall apart week use advis buy
"""This novel was a joy to read. The characters were well developed and the plot was intriguing. I couldn't put it down.""",positive,novel joy read charact well develop plot intrigu put
"""This makeup palette is terrible. The pigmentation is poor and it doesn't stay on for long. I definitely wouldn't buy it again.""",negative,makeup palett terribl pigment poor stay long definit buy
"""I am extremely pleased with this blender. It works great, it's easy to clean, and the price was reasonable. I would highly recommend it.""",positive,extrem pleas blender work great easi clean price reason would highli recommend
"""This phone case didn't meet my expectations. It's not as durable as advertised and it doesn't fit my phone properly. I'm definitely not satisfied.""",negative,phone case meet expect durabl advertis fit phone properli definit satisfi
"""I am extremely disappointed with this vacuum cleaner. It's not powerful enough and the battery dies quickly. I definitely do not recommend this.""",negative,extrem disappoint vacuum cleaner power enough batteri die quickli definit recommend
"""The headphones were disappointing. They aren't comfortable to wear and the sound quality is quite poor. I wish I hadn't bought them.""",negative,headphon disappoint comfort wear sound qualiti quit poor wish bought
"""I was really disappointed with these shoes. They were really uncomfortable and started falling apart after just a few wears. Definitely not worth the money.""",negative,realli disappoint shoe realli uncomfort start fall apart wear definit worth money
"""I'm very disappointed with this tablet. It's slow, freezes all the time, and the battery life is abysmal. I definitely wouldn't recommend it.""",negative,disappoint tablet slow freez time batteri life abysm definit recommend
"""I was really disappointed with this toaster. It doesn't toast evenly and it's difficult to clean. I wouldn't recommend it.""",negative,realli disappoint toaster toast evenli difficult clean recommend
"""This is the best grill I have ever owned. It heats up quickly and cooks food evenly. I am extremely happy with my purchase.""",positive,best grill ever own heat quickli cook food evenli extrem happi purchas
"""I am very pleased with this laptop. It's fast, lightweight and has a long battery life. It's definitely a great buy.""",positive,pleas laptop fast lightweight long batteri life definit great buy
"""This makeup kit is amazing. The quality of the products is top-notch and they last all day. I am really happy with my purchase and would highly recommend it.""",positive,makeup kit amaz qualiti product top notch last day realli happi purchas would highli recommend
"""I am so disappointed with this laptop. It is slow, freezes often, and the battery life is terrible. I definitely do not recommend this product.""",negative,disappoint laptop slow freez often batteri life terribl definit recommend product
"""I am in love with this phone. It's super fast, the camera quality is amazing and it has a lot of storage space. I highly recommend it.""",positive,love phone super fast camera qualiti amaz lot storag space highli recommend
"""I am very happy with this vacuum cleaner. It's powerful, easy to use, and does a great job cleaning. I would highly recommend it.""",positive,happi vacuum cleaner power easi use great job clean would highli recommend
"""This laptop is just what I needed. It's fast, lightweight, and has a long battery life. It's perfect for my work and I love it.""",positive,laptop need fast lightweight long batteri life perfect work love
"""This blender is fantastic. It's powerful, easy to clean, and the smoothies it makes are perfectly smooth. I'm very happy with this purchase.""",positive,blender fantast power easi clean smoothi make perfectli smooth happi purchas
"""This phone is a complete waste of money. It freezes all the time, the battery drains quickly, and the camera is poor quality. I regret buying it.""",negative,phone complet wast money freez time batteri drain quickli camera poor qualiti regret buy
"""I am extremely happy with this digital camera. It takes high quality photos and is very easy to use. I would highly recommend it.""",positive,extrem happi digit camera take high qualiti photo easi use would highli recommend
"""I'm not impressed with this blender. It's noisy and doesn't blend well. I am considering returning it.""",negative,impress blender noisi blend well consid return
"""This book was a waste of time. The plot was weak and the characters were not well-developed. I would not recommend it to anyone.""",negative,book wast time plot weak charact well develop would recommend anyon
"""I purchased this laptop a month ago and it has been running smoothly. The battery life is impressive, lasting up to 8 hours on a single charge. The display is also sharp and vibrant. I highly recommend it for anyone looking for a reliable laptop.""",positive,purchas laptop month ago run smoothli batteri life impress last hour singl charg display also sharp vibrant highli recommend anyon look reliabl laptop
"""I bought this blender last week and I am disappointed with its performance. It doesn't blend well and it's also quite noisy. I wish I had chosen a different model.""",negative,bought blender last week disappoint perform blend well also quit noisi wish chosen differ model
"""I absolutely adore this face cream. It's so hydrating and leaves my skin feeling soft and supple. I've noticed a significant improvement in my skin texture since I started using it. It's a bit pricey, but totally worth it.""",positive,absolut ador face cream hydrat leav skin feel soft suppl notic signific improv skin textur sinc start use bit pricey total worth
"""I bought this pair of shoes and they were uncomfortable to wear from day one. The size didn't match the standard measurements and they gave me blisters. I wouldn't recommend them to anyone.""",negative,bought pair shoe uncomfort wear day one size match standard measur gave blister recommend anyon
"""The video game is absolutely phenomenal. The graphics are top-notch and the gameplay is smooth and engaging. The story is also compelling. I've been playing it non-stop since I got it. Highly recommended!""",positive,video game absolut phenomen graphic top notch gameplay smooth engag stori also compel play non stop sinc got highli recommend
"""I bought this vacuum cleaner based on the positive reviews, but I regret my decision. It's not powerful enough to clean my carpets and the dust container is too small. I will return it and look for a better option.""",negative,bought vacuum cleaner base posit review regret decis power enough clean carpet dust contain small return look better option
"""I am in love with this new phone. It's incredibly fast, the camera quality is excellent, and it has a long-lasting battery. The user interface is intuitive and easy to navigate. A great purchase!""",positive,love new phone incred fast camera qualiti excel long last batteri user interfac intuit easi navig great purchas
"""I purchased this air conditioner and it's been nothing but a headache. It's loud, doesn't cool the room efficiently and the remote control barely works. I'm extremely disappointed.""",negative,purchas air condition noth headach loud cool room effici remot control bare work extrem disappoint
"""I bought these headphones and they stopped working after a month. The sound quality was also poor. I regret buying them and I wouldn't recommend them to anyone.""",negative,bought headphon stop work month sound qualiti also poor regret buy recommend anyon
"""I've been using this brand of dog food for my puppy and she absolutely loves it. She has had no digestive issues and her coat looks healthier than ever. I would highly recommend this product to other dog owners.""",positive,use brand dog food puppi absolut love digest issu coat look healthier ever would highli recommend product dog owner
"""I recently bought this laptop and I am extremely satisfied with my purchase. It's fast, lightweight, and the battery life is impressive. The display is also excellent. I highly recommend it.""",positive,recent bought laptop extrem satisfi purchas fast lightweight batteri life impress display also excel highli recommend
"""I bought this blender a month ago and it's already broken. It's not durable at all and the motor is weak. It struggles to blend even soft fruits. I am very disappointed and would not recommend this product.""",negative,bought blender month ago alreadi broken durabl motor weak struggl blend even soft fruit disappoint would recommend product
"""The packaging of the product was damaged when it arrived. Not only that, but the product itself did not work as advertised. It is not worth the money and I am very disappointed.""",negative,packag product damag arriv product work advertis worth money disappoint
"""This skincare product caused me to break out. It's supposed to be for sensitive skin, but it didn't work well for me. I wouldn't recommend it to those with similar skin type.""",negative,skincar product caus break suppos sensit skin work well recommend similar skin type
"""I purchased this keyboard for my home office and I am not happy with it. The keys are noisy and it's not comfortable to type on for long periods. I am returning it and looking for a better alternative.""",negative,purchas keyboard home offic happi key noisi comfort type long period return look better altern
"""I am extremely disappointed with this mobile phone. The battery drains quickly, it lags frequently, and the camera quality is poor. I definitely wouldn't recommend this phone to anyone.""",negative,extrem disappoint mobil phone batteri drain quickli lag frequent camera qualiti poor definit recommend phone anyon
"""I recently bought this smartphone and it's fantastic. The camera quality is excellent, the processor is fast, and the battery lasts all day. I'm very happy with my purchase.""",positive,recent bought smartphon fantast camera qualiti excel processor fast batteri last day happi purchas
"""I bought this kitchen gadget thinking it would make my cooking easier, but it's more of a hassle. It's difficult to clean and not as efficient as I thought it would be. I do not recommend it.""",negative,bought kitchen gadget think would make cook easier hassl difficult clean effici thought would recommend
"""I am so pleased with this coffee maker. It brews quickly, the coffee tastes great, and it's easy to clean up after. It definitely makes my mornings better!""",positive,pleas coffe maker brew quickli coffe tast great easi clean definit make morn better
"""This book is a must-read. The plot is intriguing and the characters are well developed. It kept me on the edge of my seat from start to finish. I highly recommend it!""",positive,book must read plot intrigu charact well develop kept edg seat start finish highli recommend
